RaceCode,Date,Day,State,Track,RaceNo,Time,Distance,FavSP,10,20,40,90,Runners,Barrier,WinSP
16-Jun-18 Kembla Grange R1,43267,7,NSW,Kembla Grange,1,0.492361111,1000,1.35,1,1,0,0,5,,1.35
16-Jun-18 Gold Coast R2,43267,7,QLD,Gold Coast,2,0.495138889,1300,3.4,3,2,0,1,10,,3.4
16-Jun-18 Wodonga R1,43267,7,VIC,Wodonga,1,0.497222222,1200,2.8,2,0,1,0,9,,6.5
16-Jun-18 Rosehill R2,43267,7,NSW,Rosehill,2,0.5,1400,2.25,5,1,0,0,9,,12
16-Jun-18 Ipswich R2,43267,7,QLD,Ipswich,2,0.506944444,1666,3.9,4,3,2,1,14,,10
16-Jun-18 Moonee Valley R2,43267,7,VIC,Moonee Valley,2,0.510416667,1600,3.4,1,4,1,0,11,,20
16-Jun-18 Kilcoy R1,43267,7,QLD,Kilcoy,1,0.511805556,1060,2.25,1,1,0,0,6,,7.5
16-Jun-18 Kembla Grange R2,43267,7,NSW,Kembla Grange,2,0.513194444,1000,3.2,0,1,0,0,6,,7
16-Jun-18 Gold Coast R3,43267,7,QLD,Gold Coast,3,0.515972222,1200,3.8,3,2,0,0,10,,4.8
16-Jun-18 Morphettville R1,43267,7,SA,Morphettville,1,0.497222222,1050,1.7,1,2,1,0,7,,6
16-Jun-18 Wodonga R2,43267,7,VIC,Wodonga,2,0.521527778,1100,3.5,4,2,1,0,11,,5.5
16-Jun-18 Rosehill R3,43267,7,NSW,Rosehill,3,0.524305556,1500,4.6,2,3,0,1,11,,10
16-Jun-18 Rockhampton R1,43267,7,QLD,Rockhampton,1,0.526388889,1600,2.4,2,1,0,0,7,,10
16-Jun-18 Ipswich R3,43267,7,QLD,Ipswich,3,0.529166667,1100,3.4,3,0,4,1,13,,10
16-Jun-18 Narrandera R1,43267,7,NSW,Narrandera,1,0.531944444,1000,2.4,6,0,3,0,12,,5.5
16-Jun-18 Moonee Valley R3,43267,7,VIC,Moonee Valley,3,0.534722222,1200,2.7,1,2,1,0,10,,8.5
16-Jun-18 Kilcoy R2,43267,7,QLD,Kilcoy,2,0.536111111,800,1.5,2,1,4,0,10,,1.5
16-Jun-18 Kembla Grange R3,43267,7,NSW,Kembla Grange,3,0.5375,1000,2.5,1,2,0,3,10,,3.6
16-Jun-18 Gold Coast R4,43267,7,QLD,Gold Coast,4,0.540277778,1100,2.4,4,0,0,2,9,,2.4
16-Jun-18 Morphettville R2,43267,7,SA,Morphettville,2,0.521527778,1600,1.75,1,2,1,0,7,,31
16-Jun-18 Wodonga R3,43267,7,VIC,Wodonga,3,0.545833333,1590,1.7,2,2,2,2,11,,1.7
16-Jun-18 Rosehill R4,43267,7,NSW,Rosehill,4,0.548611111,1500,3.9,5,1,1,0,11,,4.4
16-Jun-18 Rockhampton R2,43267,7,QLD,Rockhampton,2,0.550694444,1200,1.9,2,1,4,1,11,,1.9
16-Jun-18 Ipswich R4,43267,7,QLD,Ipswich,4,0.553472222,2150,2.6,3,4,2,1,14,,31
16-Jun-18 Narrandera R2,43267,7,NSW,Narrandera,2,0.55625,1400,2.7,4,2,2,0,12,,51
16-Jun-18 Moonee Valley R4,43267,7,VIC,Moonee Valley,4,0.559027778,1200,4.8,4,4,1,0,13,,5
16-Jun-18 Kilcoy R3,43267,7,QLD,Kilcoy,3,0.560416667,1500,2.6,1,0,3,0,8,,2.6
16-Jun-18 Kembla Grange R4,43267,7,NSW,Kembla Grange,4,0.561805556,1200,2.8,1,1,0,0,6,,4.4
16-Jun-18 Gold Coast R5,43267,7,QLD,Gold Coast,5,0.564583333,1400,5.5,2,2,2,1,10,,11
16-Jun-18 Morphettville R3,43267,7,SA,Morphettville,3,0.545833333,1950,3.4,5,1,1,0,10,,3.4
16-Jun-18 Wodonga R4,43267,7,VIC,Wodonga,4,0.570138889,1590,4.6,7,1,1,0,12,,11
16-Jun-18 Rosehill R5,43267,7,NSW,Rosehill,5,0.572916667,1800,5.5,2,2,3,0,13,,6.5
16-Jun-18 Rockhampton R3,43267,7,QLD,Rockhampton,3,0.578472222,1200,2,2,2,3,0,10,,5
16-Jun-18 Ipswich R5,43267,7,QLD,Ipswich,5,0.58125,1100,3.9,3,5,1,1,14,,3.9
16-Jun-18 Narrandera R3,43267,7,NSW,Narrandera,3,0.584027778,1600,2.8,4,1,3,1,12,,3.6
16-Jun-18 Moonee Valley R5,43267,7,VIC,Moonee Valley,5,0.586805556,1200,3.6,2,2,0,0,9,,4.8
16-Jun-18 Kilcoy R4,43267,7,QLD,Kilcoy,4,0.588194444,1900,4,4,2,0,0,11,,9.5
16-Jun-18 Kembla Grange R5,43267,7,NSW,Kembla Grange,5,0.589583333,1200,3.1,2,0,1,0,9,,6.5
16-Jun-18 Gold Coast R6,43267,7,QLD,Gold Coast,6,0.592361111,1400,3.4,1,2,1,0,10,,3.4
16-Jun-18 Morphettville R4,43267,7,SA,Morphettville,4,0.573611111,2400,2.35,2,2,1,1,10,,8
16-Jun-18 Wodonga R5,43267,7,VIC,Wodonga,5,0.597916667,1400,4.2,5,0,1,0,10,,14
16-Jun-18 Rosehill R6,43267,7,NSW,Rosehill,6,0.600694444,2000,3.6,2,1,0,1,9,,6
16-Jun-18 Rockhampton R4,43267,7,QLD,Rockhampton,4,0.603472222,1400,2.7,5,1,0,0,9,,5
16-Jun-18 Darwin R1,43267,7,NT,Darwin,1,0.584027778,1300,3.4,1,2,0,0,8,,3.4
16-Jun-18 Belmont R1,43267,7,WA,Belmont,1,0.522916667,1300,1.7,0,3,1,3,9,,1.7
16-Jun-18 Ipswich R6,43267,7,QLD,Ipswich,6,0.609027778,1200,4.6,4,1,2,0,12,,12
16-Jun-18 Narrandera R4,43267,7,NSW,Narrandera,4,0.611805556,1000,3.1,2,3,1,1,12,,4.2
16-Jun-18 Moonee Valley R6,43267,7,VIC,Moonee Valley,6,0.614583333,1000,3.5,4,4,1,1,13,,3.5
16-Jun-18 Kilcoy R5,43267,7,QLD,Kilcoy,5,0.615972222,1060,3.2,5,4,0,0,12,,7.5
16-Jun-18 Kembla Grange R6,43267,7,NSW,Kembla Grange,6,0.617361111,1400,4.4,4,1,0,0,11,,11
16-Jun-18 Gold Coast R7,43267,7,QLD,Gold Coast,7,0.620138889,1800,2.2,4,1,1,0,10,,10
16-Jun-18 Broome R1,43267,7,WA,Broome,1,0.538194444,1200,2.2,1,0,1,0,6,,41
16-Jun-18 Morphettville R5,43267,7,SA,Morphettville,5,0.601388889,1100,2.9,3,3,3,0,13,,21
16-Jun-18 Wodonga R6,43267,7,VIC,Wodonga,6,0.625694444,1300,6,5,0,0,1,12,,7.5
16-Jun-18 Darwin R2,43267,7,NT,Darwin,2,0.606944444,1200,3.7,3,4,0,0,12,,6
16-Jun-18 Rosehill R7,43267,7,NSW,Rosehill,7,0.628472222,1400,4,1,2,2,0,10,,4
16-Jun-18 Rockhampton R5,43267,7,QLD,Rockhampton,5,0.63125,1200,4.2,5,2,2,0,13,,8.5
16-Jun-18 Belmont R2,43267,7,WA,Belmont,2,0.550694444,1000,4.4,1,0,1,1,9,,5
16-Jun-18 Ipswich R7,43267,7,QLD,Ipswich,7,0.636805556,2150,1.8,5,2,1,1,11,,1.8
16-Jun-18 Narrandera R5,43267,7,NSW,Narrandera,5,0.639583333,1200,2.5,4,1,0,2,11,,2.5
16-Jun-18 Moonee Valley R7,43267,7,VIC,Moonee Valley,7,0.642361111,1000,3,5,3,1,0,12,,3
16-Jun-18 Kilcoy R6,43267,7,QLD,Kilcoy,6,0.643055556,1200,3,2,4,0,0,10,,11
16-Jun-18 Kembla Grange R7,43267,7,NSW,Kembla Grange,7,0.645138889,1400,3,2,0,1,0,8,,11
16-Jun-18 Gold Coast R8,43267,7,QLD,Gold Coast,8,0.647916667,1200,2.5,1,1,0,1,8,,16
16-Jun-18 Broome R2,43267,7,WA,Broome,2,0.565277778,1200,2.5,4,2,2,0,11,,2.5
16-Jun-18 Morphettville R6,43267,7,SA,Morphettville,6,0.629166667,1050,4.4,2,2,1,1,12,,4.4
16-Jun-18 Darwin R3,43267,7,NT,Darwin,3,0.63125,1100,4,3,0,0,0,9,,4
16-Jun-18 Wodonga R7,43267,7,VIC,Wodonga,7,0.653472222,1100,3.5,1,2,0,0,9,,4.4
16-Jun-18 Rosehill R8,43267,7,NSW,Rosehill,8,0.65625,1100,5.5,4,1,3,0,13,,5.5
16-Jun-18 Rockhampton R6,43267,7,QLD,Rockhampton,6,0.659027778,1300,3,3,3,2,1,13,,18
16-Jun-18 Belmont R3,43267,7,WA,Belmont,3,0.578472222,1600,3.7,5,1,1,0,10,,3.7
16-Jun-18 Ipswich R8,43267,7,QLD,Ipswich,8,0.664583333,1350,3.6,4,2,1,1,12,,7.5
16-Jun-18 Narrandera R6,43267,7,NSW,Narrandera,6,0.667361111,1400,4.6,6,0,1,1,12,,10
16-Jun-18 Moonee Valley R8,43267,7,VIC,Moonee Valley,8,0.670138889,2040,4.4,3,3,0,0,10,,4.8
16-Jun-18 Kilcoy R7,43267,7,QLD,Kilcoy,7,0.671527778,1200,4.6,3,2,2,0,12,,4.6
16-Jun-18 Kembla Grange R8,43267,7,NSW,Kembla Grange,8,0.672916667,1400,3.6,1,3,1,0,10,,4.6
16-Jun-18 Broome R3,43267,7,WA,Broome,3,0.590972222,1100,3,1,1,0,0,8,,3
16-Jun-18 Gold Coast R9,43267,7,QLD,Gold Coast,9,0.675694444,1200,2.8,2,4,0,0,11,,6
16-Jun-18 Morphettville R7,43267,7,SA,Morphettville,7,0.656944444,1600,3.9,3,5,0,1,13,,6.5
16-Jun-18 Darwin R4,43267,7,NT,Darwin,4,0.659722222,1100,2.6,3,1,0,1,9,,17
16-Jun-18 Rosehill R9,43267,7,NSW,Rosehill,9,0.684027778,1300,5.5,3,3,1,3,15,,5.5
16-Jun-18 Belmont R4,43267,7,WA,Belmont,4,0.603472222,1200,1.22,2,0,4,0,8,,1.22
16-Jun-18 Ipswich R9,43267,7,QLD,Ipswich,9,0.689583333,1350,4.6,2,4,2,1,14,,9.5
16-Jun-18 Moonee Valley R9,43267,7,VIC,Moonee Valley,9,0.695138889,1600,4.2,3,3,3,0,13,,4.2
16-Jun-18 Broome R4,43267,7,WA,Broome,4,0.614583333,1300,2.45,0,3,0,0,8,,31
16-Jun-18 Darwin R5,43267,7,NT,Darwin,5,0.680555556,1100,2.3,4,1,1,0,9,,15
16-Jun-18 Morphettville R8,43267,7,SA,Morphettville,8,0.684027778,1200,2.9,5,3,1,1,13,,21
16-Jun-18 Belmont R5,43267,7,WA,Belmont,5,0.628472222,1600,1.75,2,2,0,2,10,,7.5
16-Jun-18 Moonee Valley R10,43267,7,VIC,Moonee Valley,10,0.715972222,1200,3.9,6,2,1,1,12,,10
16-Jun-18 Broome R5,43267,7,WA,Broome,5,0.639583333,1200,1.26,1,2,1,0,7,,1.26
16-Jun-18 Darwin R6,43267,7,NT,Darwin,6,0.704861111,1200,3.2,0,2,2,1,10,,3.2
16-Jun-18 Belmont R6,43267,7,WA,Belmont,6,0.652777778,1600,1.75,2,0,1,3,9,,1.75
16-Jun-18 Broome R6,43267,7,WA,Broome,6,0.663194444,1200,2.1,1,1,1,0,7,,3.3
16-Jun-18 Darwin R7,43267,7,NT,Darwin,7,0.729166667,1600,2.2,3,1,2,2,12,,2.2
16-Jun-18 Belmont R7,43267,7,WA,Belmont,7,0.677083333,2100,2.35,6,1,1,5,15,,2.35
16-Jun-18 Broome R7,43267,7,WA,Broome,7,0.6875,1435,2.7,1,3,0,0,9,,21
16-Jun-18 Belmont R8,43267,7,WA,Belmont,8,0.701388889,1400,3.8,2,2,5,1,15,,4.6
17-Jun-18 Bendigo R1,43268,1,VIC,Bendigo,1,0.479166667,1000,2.5,2,2,1,0,8,,2.8
17-Jun-18 Bendigo R2,43268,1,VIC,Bendigo,2,0.5,1100,2.35,3,2,0,3,11,,7.5
17-Jun-18 Port Macquarie R1,43268,1,NSW,Port Macquarie,1,0.503472222,1206,1.95,0,0,2,0,6,,4.4
17-Jun-18 Devonport Synthetic R1,43268,1,TAS,Devonport Synthetic,1,0.517361111,1150,4,3,2,4,1,14,,4
17-Jun-18 Sunshine Coast R1,43268,1,QLD,Sunshine Coast,1,0.520833333,1000,2.6,4,1,1,1,11,,4
17-Jun-18 Bendigo R3,43268,1,VIC,Bendigo,3,0.524305556,1400,2.05,5,1,1,2,12,,2.05
17-Jun-18 Port Macquarie R2,43268,1,NSW,Port Macquarie,2,0.527777778,1106,4,1,1,3,1,10,,4
17-Jun-18 Muswellbrook R1,43268,1,NSW,Muswellbrook,1,0.538194444,900,2.6,0,2,0,1,7,,4.2
17-Jun-18 Devonport Synthetic R2,43268,1,TAS,Devonport Synthetic,2,0.541666667,1350,2.1,1,0,0,0,5,,11
17-Jun-18 Sunshine Coast R2,43268,1,QLD,Sunshine Coast,2,0.545138889,1000,1.85,1,0,4,1,9,,3.5
17-Jun-18 Bendigo R4,43268,1,VIC,Bendigo,4,0.548611111,1400,2,3,1,2,1,10,,17
17-Jun-18 Port Macquarie R3,43268,1,NSW,Port Macquarie,3,0.552083333,1506,2,3,3,1,2,12,,3.8
17-Jun-18 Muswellbrook R2,43268,1,NSW,Muswellbrook,2,0.5625,900,2.1,3,2,1,2,10,,14
17-Jun-18 Devonport Synthetic R3,43268,1,TAS,Devonport Synthetic,3,0.565972222,1000,2.7,4,2,0,0,9,,12
17-Jun-18 Sunshine Coast R3,43268,1,QLD,Sunshine Coast,3,0.569444444,1800,2.5,2,3,2,0,11,,20
17-Jun-18 Bendigo R5,43268,1,VIC,Bendigo,5,0.572916667,2400,2.9,1,1,1,3,10,,2.9
17-Jun-18 Port Macquarie R4,43268,1,NSW,Port Macquarie,4,0.576388889,1506,2.7,1,5,1,1,12,,8
17-Jun-18 Muswellbrook R3,43268,1,NSW,Muswellbrook,3,0.586805556,1280,2.2,0,3,3,4,14,,2.2
17-Jun-18 Devonport Synthetic R4,43268,1,TAS,Devonport Synthetic,4,0.590277778,1150,2.25,3,5,0,2,13,,2.25
17-Jun-18 Sunshine Coast R4,43268,1,QLD,Sunshine Coast,4,0.59375,1200,2.25,1,0,5,0,10,,8
17-Jun-18 Bendigo R6,43268,1,VIC,Bendigo,6,0.597222222,2400,3.6,6,2,0,1,12,,17
17-Jun-18 Port Macquarie R5,43268,1,NSW,Port Macquarie,5,0.602777778,1006,1.8,2,4,2,0,11,,17
17-Jun-18 Muswellbrook R4,43268,1,NSW,Muswellbrook,4,0.611111111,1500,3.5,1,1,0,0,8,,3.5
17-Jun-18 Devonport Synthetic R5,43268,1,TAS,Devonport Synthetic,5,0.614583333,1350,4.4,6,0,0,0,10,,4.4
17-Jun-18 Sunshine Coast R5,43268,1,QLD,Sunshine Coast,5,0.618055556,1200,2.8,0,1,0,1,8,,2.8
17-Jun-18 Bendigo R7,43268,1,VIC,Bendigo,7,0.621527778,1100,1.9,4,2,1,0,9,,1.9
17-Jun-18 Port Macquarie R6,43268,1,NSW,Port Macquarie,6,0.627083333,1006,1.9,4,3,1,1,12,,15
17-Jun-18 Kalgoorlie R1,43268,1,WA,Kalgoorlie,1,0.546527778,1100,2.2,2,0,2,0,8,,19
17-Jun-18 Muswellbrook R5,43268,1,NSW,Muswellbrook,5,0.635416667,1750,4,1,1,1,2,11,,4.8
17-Jun-18 Devonport Synthetic R6,43268,1,TAS,Devonport Synthetic,6,0.638888889,1650,2.9,2,1,1,0,9,,14
17-Jun-18 Sunshine Coast R6,43268,1,QLD,Sunshine Coast,6,0.642361111,1000,3.9,1,1,1,0,10,,9
17-Jun-18 Bendigo R8,43268,1,VIC,Bendigo,8,0.645833333,1600,3.2,2,1,1,0,9,,3.2
17-Jun-18 Port Macquarie R7,43268,1,NSW,Port Macquarie,7,0.651388889,1506,2.2,4,1,0,1,10,,9
17-Jun-18 Kalgoorlie R2,43268,1,WA,Kalgoorlie,2,0.570833333,1100,2.05,4,1,0,0,9,,7.5
17-Jun-18 Muswellbrook R6,43268,1,NSW,Muswellbrook,6,0.659722222,1280,2.6,3,1,0,0,8,,6.5
17-Jun-18 Devonport Synthetic R7,43268,1,TAS,Devonport Synthetic,7,0.663194444,1880,3.7,2,3,1,2,12,,26
17-Jun-18 Sunshine Coast R7,43268,1,QLD,Sunshine Coast,7,0.666666667,1200,4.8,3,2,1,0,11,,8
17-Jun-18 Bendigo R9,43268,1,VIC,Bendigo,9,0.670138889,1600,5,4,1,1,1,12,,10
17-Jun-18 Port Macquarie R8,43268,1,NSW,Port Macquarie,8,0.675694444,1106,3,3,4,0,1,12,,4.4
17-Jun-18 Kalgoorlie R3,43268,1,WA,Kalgoorlie,3,0.595138889,1300,4,2,2,1,0,10,,4.8
17-Jun-18 Muswellbrook R7,43268,1,NSW,Muswellbrook,7,0.684027778,1280,4,2,2,2,2,13,,15
17-Jun-18 Sunshine Coast R8,43268,1,QLD,Sunshine Coast,8,0.690972222,1400,3.3,3,0,0,1,8,,14
17-Jun-18 Bendigo R10,43268,1,VIC,Bendigo,10,0.694444444,1300,2.4,2,1,0,0,6,,3.3
17-Jun-18 Kalgoorlie R4,43268,1,WA,Kalgoorlie,4,0.618055556,1200,1.7,1,3,2,0,8,,2.6
17-Jun-18 Sunshine Coast R9,43268,1,QLD,Sunshine Coast,9,0.711805556,1600,2.35,1,0,1,1,8,,3.8
17-Jun-18 Kalgoorlie R5,43268,1,WA,Kalgoorlie,5,0.638888889,1760,2.6,2,0,2,1,9,,3.6
17-Jun-18 Kalgoorlie R6,43268,1,WA,Kalgoorlie,6,0.659722222,1100,3.3,2,2,1,1,10,,3.3
17-Jun-18 Kalgoorlie R7,43268,1,WA,Kalgoorlie,7,0.680555556,1400,3.1,3,3,0,1,11,,3.1
18-Jun-18 Moe R1,43269,2,VIC,Moe,1,0.5,1117,3,1,2,2,0,9,,3.5
18-Jun-18 Albury R1,43269,2,NSW,Albury,1,0.513888889,1175,2.1,2,0,2,0,7,,2.1
18-Jun-18 Moe R2,43269,2,VIC,Moe,2,0.520833333,1117,5,1,0,2,0,10,,6
18-Jun-18 Lismore R1,43269,2,NSW,Lismore,1,0.524305556,1200,3.6,3,1,1,0,9,,17
18-Jun-18 Albury R2,43269,2,NSW,Albury,2,0.538194444,1175,2.1,2,2,2,1,10,,2.1
18-Jun-18 Moe R3,43269,2,VIC,Moe,3,0.541666667,1117,2.6,0,2,3,1,10,,7
18-Jun-18 Lismore R2,43269,2,NSW,Lismore,2,0.552083333,1400,3.4,2,1,4,3,14,,3.4
18-Jun-18 Moe R4,43269,2,VIC,Moe,4,0.5625,1117,3.6,3,0,2,0,10,,3.6
18-Jun-18 Albury R3,43269,2,NSW,Albury,3,0.565972222,1400,2.8,3,4,3,0,14,,2.8
18-Jun-18 Lismore R3,43269,2,NSW,Lismore,3,0.579861111,1400,3.5,3,2,0,1,11,,4.6
18-Jun-18 Moe R5,43269,2,VIC,Moe,5,0.583333333,1628,2.4,2,2,1,2,12,,6
18-Jun-18 Albury R4,43269,2,NSW,Albury,4,0.590277778,1400,3.7,2,0,0,0,8,,7.5
18-Jun-18 Moe R6,43269,2,VIC,Moe,6,0.604166667,1628,1.65,7,0,3,1,12,,13
18-Jun-18 Lismore R4,43269,2,NSW,Lismore,4,0.607638889,1100,2.7,0,3,0,1,8,,31
18-Jun-18 Albury R5,43269,2,NSW,Albury,5,0.618055556,1175,2.9,1,1,0,0,7,,3.2
18-Jun-18 Moe R7,43269,2,VIC,Moe,7,0.625,1217,4.2,3,2,0,0,9,,31
18-Jun-18 Lismore R5,43269,2,NSW,Lismore,5,0.631944444,1100,3.3,3,1,1,0,9,,4.2
18-Jun-18 Albury R6,43269,2,NSW,Albury,6,0.642361111,1000,2.9,0,0,0,0,5,,2.9
18-Jun-18 Moe R8,43269,2,VIC,Moe,8,0.645833333,1017,3.5,1,1,3,0,10,,4.2
18-Jun-18 Lismore R6,43269,2,NSW,Lismore,6,0.65625,2100,4.4,4,4,1,0,14,,4.4
18-Jun-18 Moe R9,43269,2,VIC,Moe,9,0.666666667,2088,3.4,7,1,0,0,11,,11
18-Jun-18 Albury R7,43269,2,NSW,Albury,7,0.670138889,1600,3.2,3,0,0,0,9,,9
18-Jun-18 Lismore R7,43269,2,NSW,Lismore,7,0.680555556,1516,5,5,1,3,0,14,,11
18-Jun-18 Moe R10,43269,2,VIC,Moe,10,0.6875,1628,4,2,1,3,0,12,,4.2
19-Jun-18 Pakenham Synthetic R1,43270,3,VIC,Pakenham Synthetic,1,0.517361111,2200,2.25,0,3,2,2,11,,7.5
19-Jun-18 Nowra R1,43270,3,NSW,Nowra,1,0.524305556,1000,1.8,3,0,0,0,6,,1.8
19-Jun-18 Tamworth R1,43270,3,NSW,Tamworth,1,0.534722222,1200,3.5,2,0,2,4,14,,9.5
19-Jun-18 Pakenham Synthetic R2,43270,3,VIC,Pakenham Synthetic,2,0.538194444,1600,2.7,1,2,2,0,11,,9.5
19-Jun-18 Townsville R1,43270,3,QLD,Townsville,1,0.541666667,1000,1.75,4,0,2,0,9,,1.75
19-Jun-18 Nowra R2,43270,3,NSW,Nowra,2,0.548611111,1100,3.4,1,1,0,0,7,,4.4
19-Jun-18 Pakenham Synthetic R3,43270,3,VIC,Pakenham Synthetic,3,0.559027778,1400,1.8,2,0,5,1,12,,1.8
19-Jun-18 Tamworth R2,43270,3,NSW,Tamworth,2,0.5625,1000,4.2,3,2,1,4,14,,4.2
19-Jun-18 Townsville R2,43270,3,QLD,Townsville,2,0.567361111,1200,5,3,0,1,4,14,,7.5
19-Jun-18 Nowra R3,43270,3,NSW,Nowra,3,0.576388889,1200,2.25,2,0,0,0,5,,2.25
19-Jun-18 Pakenham Synthetic R4,43270,3,VIC,Pakenham Synthetic,4,0.579861111,1000,3.4,1,2,1,3,12,,3.4
19-Jun-18 Tamworth R3,43270,3,NSW,Tamworth,3,0.586805556,1600,2.4,2,0,0,0,6,,4.6
19-Jun-18 Townsville R3,43270,3,QLD,Townsville,3,0.591666667,1300,3,2,1,2,0,10,,3
19-Jun-18 Pakenham Synthetic R5,43270,3,VIC,Pakenham Synthetic,5,0.600694444,1000,1.7,0,2,1,0,6,,1.7
19-Jun-18 Nowra R4,43270,3,NSW,Nowra,4,0.604166667,1200,2.9,3,1,0,0,9,,10
19-Jun-18 Tamworth R4,43270,3,NSW,Tamworth,4,0.614583333,1600,3.1,0,1,5,3,13,,3.1
19-Jun-18 Townsville R4,43270,3,QLD,Townsville,4,0.619444444,1000,2.15,3,0,0,3,10,,3.4
19-Jun-18 Pakenham Synthetic R6,43270,3,VIC,Pakenham Synthetic,6,0.625,1400,2,2,2,2,2,11,,5.5
19-Jun-18 Nowra R5,43270,3,NSW,Nowra,5,0.628472222,1400,2.8,0,0,2,2,8,,2.8
19-Jun-18 Tamworth R5,43270,3,NSW,Tamworth,5,0.638888889,1400,4.2,2,3,1,1,12,,5
19-Jun-18 Townsville R5,43270,3,QLD,Townsville,5,0.64375,1000,3.1,4,0,1,0,9,,12
19-Jun-18 Pakenham Synthetic R7,43270,3,VIC,Pakenham Synthetic,7,0.645833333,1400,2.8,2,4,0,2,12,,2.8
19-Jun-18 Nowra R6,43270,3,NSW,Nowra,6,0.652777778,1600,2.6,1,2,2,1,9,,26
19-Jun-18 Tamworth R6,43270,3,NSW,Tamworth,6,0.663194444,1200,3.4,4,4,0,0,12,,3.4
19-Jun-18 Pakenham Synthetic R8,43270,3,VIC,Pakenham Synthetic,8,0.666666667,1600,3.4,5,2,0,0,11,,7.5
19-Jun-18 Townsville R6,43270,3,QLD,Townsville,6,0.669444444,1400,2.7,1,2,0,1,8,,6
19-Jun-18 Nowra R7,43270,3,NSW,Nowra,7,0.677083333,1400,4.6,2,2,0,0,10,,4.6
19-Jun-18 Pakenham Synthetic R9,43270,3,VIC,Pakenham Synthetic,9,0.6875,1200,2.5,6,0,1,2,12,,2.5
19-Jun-18 Tamworth R7,43270,3,NSW,Tamworth,7,0.690972222,1000,3.3,5,3,2,0,14,,9.5
19-Jun-18 Townsville R7,43270,3,QLD,Townsville,7,0.697916667,1609,3.5,1,3,1,0,10,,3.5
20-Jun-18 Echuca R1,43271,4,VIC,Echuca,1,0.493055556,1000,2.45,2,1,1,4,12,,2.45
20-Jun-18 Ipswich R1,43271,4,QLD,Ipswich,1,0.498611111,1100,1.7,1,0,1,0,6,,7.5
20-Jun-18 Echuca R2,43271,4,VIC,Echuca,2,0.517361111,1000,4.4,3,2,0,2,12,,6.5
20-Jun-18 Ipswich R2,43271,4,QLD,Ipswich,2,0.522916667,1200,1.95,2,0,0,0,7,,1.95
20-Jun-18 Balaklava R1,43271,4,SA,Balaklava,1,0.506944444,1600,1.5,2,2,0,2,8,,4
20-Jun-18 Canterbury R1,43271,4,NSW,Canterbury,1,0.534722222,1100,2.3,4,1,1,0,9,,2.3
20-Jun-18 Echuca R3,43271,4,VIC,Echuca,3,0.541666667,1200,2.25,2,1,1,0,8,,2.25
20-Jun-18 Ipswich R3,43271,4,QLD,Ipswich,3,0.547222222,1100,3,1,1,3,1,10,,3
20-Jun-18 Balaklava R2,43271,4,SA,Balaklava,2,0.53125,1050,2,3,2,2,1,11,,16
20-Jun-18 Canterbury R2,43271,4,NSW,Canterbury,2,0.559027778,1100,3,1,1,0,0,7,,7.5
20-Jun-18 Echuca R4,43271,4,VIC,Echuca,4,0.565972222,1200,3.5,0,0,0,0,7,,3.5
20-Jun-18 Ipswich R4,43271,4,QLD,Ipswich,4,0.571527778,1000,4.4,2,1,1,0,10,,4.4
20-Jun-18 Balaklava R3,43271,4,SA,Balaklava,3,0.555555556,1050,2.45,4,1,2,3,13,,2.45
20-Jun-18 Canterbury R3,43271,4,NSW,Canterbury,3,0.583333333,1250,1.95,5,0,0,0,8,,1.95
20-Jun-18 Echuca R5,43271,4,VIC,Echuca,5,0.590277778,1400,5,2,1,1,1,11,,8.5
20-Jun-18 Ipswich R5,43271,4,QLD,Ipswich,5,0.595833333,1200,4,4,2,0,0,10,,4.2
20-Jun-18 Balaklava R4,43271,4,SA,Balaklava,4,0.579861111,1050,2.05,1,2,0,2,9,,8
20-Jun-18 Canterbury R4,43271,4,NSW,Canterbury,4,0.607638889,1900,2.45,2,1,0,0,7,,9.5
20-Jun-18 Belmont R1,43271,4,WA,Belmont,1,0.527083333,1000,2.2,3,3,1,3,14,,5
20-Jun-18 Echuca R6,43271,4,VIC,Echuca,6,0.614583333,1400,1.7,2,2,1,2,10,,1.7
20-Jun-18 Ipswich R6,43271,4,QLD,Ipswich,6,0.620138889,1666,4.4,3,3,1,0,12,,4.4
20-Jun-18 Balaklava R5,43271,4,SA,Balaklava,5,0.604166667,1300,3,2,3,5,1,14,,3
20-Jun-18 Canterbury R5,43271,4,NSW,Canterbury,5,0.631944444,1900,4.6,4,1,1,0,11,,9.5
20-Jun-18 Belmont R2,43271,4,WA,Belmont,2,0.551388889,1400,3.6,1,1,1,1,9,,11
20-Jun-18 Echuca R7,43271,4,VIC,Echuca,7,0.638888889,1200,3.7,3,1,1,0,10,,4.4
20-Jun-18 Ipswich R7,43271,4,QLD,Ipswich,7,0.644444444,1666,2.8,4,4,1,0,13,,8
20-Jun-18 Balaklava R6,43271,4,SA,Balaklava,6,0.628472222,1200,2.25,7,0,2,0,11,,2.25
20-Jun-18 Canterbury R6,43271,4,NSW,Canterbury,6,0.65625,1580,5,3,2,0,0,10,,16
20-Jun-18 Belmont R3,43271,4,WA,Belmont,3,0.575694444,1400,3.9,2,0,3,0,10,,9.5
20-Jun-18 Echuca R8,43271,4,VIC,Echuca,8,0.663194444,2100,5,3,6,0,0,14,,5
20-Jun-18 Ipswich R8,43271,4,QLD,Ipswich,8,0.66875,1350,4.8,5,0,2,2,14,,16
